Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
07/18/2018,CLOSED,1334964.015,"United Staff Management Texas, Llc",626300,1046 Cape Town Dr.,Grand Prairie,TX,75050,NonUnion,Employee incurs heat exhaustion while helping with residenti,"At 1:00 p.m. on July 18, 2018, Employee #1 was working as a helper on a residential waste collection route. His duties included riding the step of a rear loader truck and stopping to collect waste containers. The employee spent most of the day in the direct sun, riding on the back of the truck. He was working with the truck driver and a coworker. Around 11:45 a.m., he took a 30-minute lunch break and sat in the air conditioned truck.  Employee #1 consumed 10-12 (12 oz.) plastic bottles of water and 5-6 (20 oz.) bottles of cold Gatorade while working, and an undetermined amount of pickle juice.  After lunch, the employee felt weak and began experiencing cramps.  The driver and coworker noticed that the employee was struggling to reach for a trash container. At this time, the driver put the employee in the air conditioned cab for about 20-30 minutes, but the employee could not stretch out in the cab of the truck, so he climbed out and laid underneath a shade tree. Employee #1's spasms and cramps became worse and the driver called the supervisor to come to the site.  The supervisor came onsite and called an ambulance for the Employee #1. The heat index at the time the driver called the supervisor to report the employees heat cramps was approximately 102 degrees Fahrenheit. Employee #1 was hospitalized for heat exhaustion.",561320/Temporary Help Services,34,M,Hospitalized injury,Garbage collectors,"(32.76732423678474, -97.02632938910081)"
07/18/2018,CLOSED,1331358.015,"Cve Contracting Group, Inc",950621,300 Prison Rd.,Folsom,CA,95630,NonUnion,Employee is overcome by high heat conditions and experiences,"At 10:50 a.m. on July 18, 2018, an employee was removing wooded slats from the roof structure when he stared to feel ill.  The employee was wearing a Tyvek suit during high heat conditions.  The employee was treated for heat exhaustion.",562910/Remediation Services,22,M,Non Hospitalized injury,"Laborers, except construction","(38.66794055196629, -121.1482592610955)"
07/17/2018,CLOSED,1331483.015,111 Ddd Enterprises Inc,625400,Rig 211 On Old Mill Creek Rd,Burton,TX,77835,NonUnion,Employee sustains heat stress while pressure washing a vehic,"At 6:00 p.m. on July 17, 2018, an employee was pressure washing a vehicle. The employee sustained heat stress and died.",213112/Support Activities for Oil and Gas Operations,32,M,Fatality,"Laborers, except construction","(30.1920491, -96.60319427931034)"
07/16/2018,CLOSED,1336345.015,U.S. Postal Service,316400,1300 Chestnut Street,Kenova,WV,25530,NonUnion,Postal worker sustains heat illness,"At 4:30 p.m. on July 16, 2018 an employee was delivering mail as a substitute on a park and loop route on flat ground. The employee was working his first day on a route that required much more walking than what he was used to doing on his normal route. The employee experienced weakness, nausea, and severe muscle cramping that became worse after he finished his first day of the new route. After seeking medical treatment, it was determined that the employee sustained heat illness.  The employee was hospitalized.",491110/Postal Service,52,M,Hospitalized injury,"Mail carriers, postal service","(38.37136727272728, -82.5629994969697)"
07/15/2018,CLOSED,1330003.015,Pyung Choi Dba Motel 6,950633,3885 W. Florida Avenue,Hemet,CA,92546,NonUnion,Employee suffers heat exhaustion and dies,"At 5:00 p.m. on July 15, 2018, an employee was working at a motel as part of the maintenance staff. It was his first day on the job and the employee was performing various jobs that involved work inside and outside areas. The outdoor temperature was 81 degrees Fahrenheit and rose to about 91 degrees Fahrenheit. While the employee was collecting trash from guest rooms, which was being dumped into a trash bin that was on wheels, he passed out. One of the customers found the employee slumped over outside their room and immediately contacted emergency services. CPR was performed until emergency services personnel arrived and the employee was then taken to a nearby medical facility, where he was determined dead.",721110/Hotels (except Casino Hotels) and Motels,47,M,Fatality,Occupation Not Listed,"(33.7885, -116.747443)"
07/14/2018,CLOSED,1331750.015,"Agri-Products, Inc.",418400,182 Peachtree Road,Fitzgerald,GA,31750,NonUnion,Employee suffers heat stress,"At 1:00 p.m. on July 14, 2018, an employee was cleaning the concrete pad when he began to suffer with cramps and heat stress. The employee became overheated and was hospitalized.",321113/Sawmills,34,M,Hospitalized injury,Occupation Not Listed,"(31.71904954059633, -83.24551727477063)"
07/13/2018,CLOSED,1330077.015,"Rivera Agri, Inc.",728900,Corner Of Abbott Rd & Schaupsville Rd. Farm Field West Of Grand Island,Grand Island,NE,68801,NonUnion,Farm worker dies of heat stroke,"At 11:15 a.m. on July 13, 2018, an employee was working at a farm in the fields. During work, the employee became overheated and began to get disoriented. The employee strayed away from the other workers, suffered a heat stroke, and died. When the supervisor realized that the employee was missing, a search party was organized. The employee was found dead the next morning. The autopsy report attributed the cause of death to heat stroke.",115115/Farm Labor Contractors and Crew Leaders,52,M,Fatality,"Laborers, except construction","(40.91269209525773, -98.34113607381443)"
07/12/2018,CLOSED,1340760.015,"Mid Cal Labor Solutions, Inc.",950647,201 Industrial St.,Bakersfield,CA,93307,NonUnion,Employee working in hot sun sustains heat exhaustion,"At 4:20 p.m. on July 12, 2018, an employee was working for a temporary staffing agency. It was a hot day. He was shoveling and watering down dirt at a worksite. He had been performing this strenuous work all day in direct sunlight. When he went home, he began experiencing the signs and symptoms of heat illness. He had sustained heat exhaustion. He was hospitalized.",561320/Temporary Help Services,51,M,Hospitalized injury,Construction laborers,"(35.32604054363637, -118.97014387818182)"
07/11/2018,CLOSED,1330947.015,"Sunrise Packing, Inc.",950647,Cottonwood Road And East Panama Lane,Bakersfield,CA,93307,NonUnion,Employee experiences heat exhaustion while harvesting waterm,"At 1:10 p.m. on July 11, 2018, an employee was harvesting watermelons during a hot day.  The employee started to vomit and displayed the symptoms for heat exhaustion.  The employee was hospitalized.",115114/Postharvest Crop Activities (except Cotton Ginning),41,F,Non Hospitalized injury,"Laborers, except construction","(35.32604054363637, -118.97014387818182)"
07/11/2018,CLOSED,1333947.015,Labormax Staffing,729700,31862 Thompson Rd,Alma,KS,66401,NonUnion,Employee experiences heat exhaustion,"At 1:00 p.m. on July 11, 2018, an employee was working in the pack room and was found suffering from dehydration.  The employee was hospitalized.",311421/Fruit and Vegetable Canning,27,M,Hospitalized injury,,"(38.99157902075472, -96.2792675009434)"
07/11/2018,CLOSED,1333608.015,City Of Santa Barbara Public Works Street Division,950643,700 Block Of E. Anapamu St And Altavista St.,Santa Barbara,CA,93102,NonUnion,Employee receives exertional heat-related illness while shov,"At 4:09 p.m. on July 11, 2018, an employee was working to shovel hot (380-400 degree Fahrenheit) asphalt on a public roadway-paving project. At some point, the employee began to feel the effects of exertional heat-related illness and was taken to a local hospital for treatment.","237310/ Highway, Street, and Bridge Construction",38,M,Hospitalized injury,"Paving, surfacing and tamping equipment operators","(34.41743555, -119.69655325)"
07/11/2018,CLOSED,1372742.015,"Nutrien Ag Solutions, Inc.",950625,5018 Santa Fe Grade,Firebaugh,CA,93622,NonUnion,Employee exhibits symptoms of heat-related illness,"At 11:00 a.m. on July 11, 2018, an employee was driving the employer's workplace vehicle. Employee was found in the vehicle's cab with possible heat exhaustion's signs and symptoms.  Hospitalization was not required.",325314/Fertilizer (Mixing Only) Manufacturing,58,M,Non Hospitalized injury,Occupation Not Listed,"(36.8432599476923, -120.6977380646154)"
07/11/2018,CLOSED,1331334.015,"Crossland Heavy Contractors, Inc.",627700,Osage Casino 951 W. 36th Street,Tulsa,OK,74101,NonUnion,Employee becomes ill from heat,"At 1:30 p.m. on July 11, 2018, Employee #1 and coworkers, employed by a construction company, finished paving work on a cement curb at a one-story commercial building.  Employee #1 became ill and was transported to the hospital.  He was admitted and treated for a possible heat stroke.",236220/Commercial and Institutional Building Construction,49,M,Hospitalized injury,"Construction trades, n.e.c.","(36.1511, -95.9946)"
07/11/2018,CLOSED,1330422.015,"Dow Corning Alabama, Inc.",418600,1940 Ohio Ferro Road,Mount Meigs,AL,36057,NonUnion,Employee is overcome by furnace's heat and experiences dehyd,"At 3:30 p.m. on July 11, 2018, an employee was conducting furnace tapping work tasks while wearing the appropriate personal protection equipment and became dehydrated before being overcome by the furnace's heat.  The employee began vomiting and was sent to the hospital by ambulance.  The employee was admitted to the hospital.",331419/Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),38,M,Hospitalized injury,"Laborers, except construction","(32.36722306666667, -86.09675083333333)"
07/10/2018,CLOSED,1330743.015,G4s Secure Solutions (Usa) Inc.,950647,2205 Wasco Wy.,Buttonwillow,CA,93206,NonUnion,Employee on patrol suffers heat illness,"At 4:04 p.m. on July 10, 2018, an employee was patrolling an electrical substation on foot in an outdoor environment.   The employee was walking and patrolling the facility when he began feeling dizzy, cramping, and general weakness.  The employee suffered from heat exhaustion.",561612/Security Guards and Patrol Services,39,M,Hospitalized injury,"Guards and police, excluding public service","(35.400991894444445, -119.41051036666667)"
07/10/2018,CLOSED,1335695.015,California Dept Of Forestry And Fire Protection,950625,626 Huston Dr.,Bishop,CA,93514,NonUnion,Employee experiences heat exhaustion during fire fighting,"At 10:17 a.m. on July 10, 2018, an employee was working on a structure fire when he became exhausted and dehydrated.  The employee was experiencing blood in with his urine and was hospitalized.",922160/Fire Protection,33,M,Non Hospitalized injury,Fire Fighter,"(37.44207596231156, -118.40709216080401)"
07/10/2018,CLOSED,1328979.015,"D.E.R. Development Company, Llc",522000,4639 Vermona Drive,Cincinnati,OH,45245,NonUnion,Employee suffers heat illness during outdoor work,"At 4:00 p.m. on July 10, 2018, an employee was working in two foot deep outdoor trenches to install PVC pipe on a hot, sunny day. The employee was new and not trained to identify heat illness symptoms and not acclimatized to the weather. The employee started to feel sick in the heat was hospitalized for more than one day due to heat illness.",237110/Water and Sewer Line and Related Structures Construction,21,M,Hospitalized injury,Construction laborers,"(39.07131181865963, -84.27559847682636)"
